timestamp,cpu_usage,memory_usage,request_rate,error_rate
2026-04-24T03:01:04.702995,48.59,64.54,127.67,0.0146
2026-04-24T02:56:04.702995,31.06,60.33,124.71,0.021
2026-04-24T02:51:04.702995,36.85,41.7,139.17,0.0214
2026-04-24T02:46:04.702995,32.85,66.47,139.18,0.0277
2026-04-24T02:41:04.702995,44.94,56.14,133.68,0.0168
2026-04-24T02:36:04.702995,43.97,66.54,138.61,0.0238
2026-04-24T02:31:04.702995,35.88,55.22,138.52,0.0242
2026-04-24T02:26:04.702995,47.4,59.4,101.85,0.0199
2026-04-24T02:21:04.702995,36.27,49.37,122.01,0.0126
2026-04-24T02:16:04.702995,40.62,62.98,140.7,0.0192
2026-04-24T02:11:04.702995,35.09,50.95,122.34,0.0194
2026-04-24T02:06:04.702995,47.24,49.8,147.65,0.0119
2026-04-24T02:01:04.702995,43.83,53.84,144.53,0.0149
2026-04-24T01:56:04.702995,33.0,49.39,123.8,0.0158
2026-04-24T01:51:04.702995,57.96,61.27,146.83,0.0171
2026-04-24T01:46:04.702995,31.57,45.49,121.79,0.0252
2026-04-24T01:41:04.702995,46.27,57.89,106.2,0.0165
2026-04-24T01:36:04.702995,36.17,59.0,126.43,0.0147
2026-04-24T01:31:04.702995,32.5,48.24,143.91,0.0233
2026-04-24T01:26:04.702995,44.14,43.73,136.89,0.0183
2026-04-24T01:21:04.702995,32.97,46.68,104.93,0.0273
2026-04-24T01:16:04.702995,38.78,58.93,149.68,0.0127
2026-04-24T01:11:04.702995,40.86,42.7,143.8,0.0109
2026-04-24T01:06:04.702995,45.25,57.93,141.7,0.0178
2026-04-24T01:01:04.702995,39.53,52.17,148.56,0.02
2026-04-24T00:56:04.702995,59.32,58.35,149.32,0.0258
2026-04-24T00:51:04.702995,44.26,49.06,141.62,0.0128
2026-04-24T00:46:04.702995,53.36,42.08,131.99,0.0233
2026-04-24T00:41:04.702995,48.18,42.25,138.32,0.0282
2026-04-24T00:36:04.702995,47.18,55.48,105.16,0.0183
2026-04-24T00:31:04.702995,33.67,62.64,114.5,0.0242
2026-04-24T00:26:04.702995,55.67,47.22,125.79,0.0263
2026-04-24T00:21:04.702995,56.06,51.79,132.91,0.0165
2026-04-24T00:16:04.702995,48.4,52.17,149.8,0.0125
2026-04-24T00:11:04.702995,57.14,56.8,143.56,0.0158
2026-04-24T00:06:04.702995,40.61,46.15,130.82,0.0239
2026-04-24T00:01:04.702995,42.68,60.2,130.47,0.0266
2026-04-23T23:56:04.702995,34.25,46.29,138.36,0.0263
2026-04-23T23:51:04.702995,42.18,57.27,107.28,0.0288
2026-04-23T23:46:04.702995,44.95,62.27,114.12,0.0244
2026-04-23T23:41:04.702995,57.36,54.55,144.03,0.0265
2026-04-23T23:36:04.702995,46.13,40.21,143.61,0.0209
2026-04-23T23:31:04.702995,59.94,63.3,105.9,0.0259
2026-04-23T23:26:04.702995,35.18,54.08,135.87,0.0161
2026-04-23T23:21:04.702995,36.82,55.86,142.91,0.0127
2026-04-23T23:16:04.702995,30.22,67.97,117.54,0.0104
2026-04-23T23:11:04.702995,42.21,57.26,143.05,0.0266
2026-04-23T23:06:04.702995,52.95,50.09,109.29,0.0197
2026-04-23T23:01:04.702995,30.21,51.89,136.46,0.0134
2026-04-23T22:56:04.702995,42.42,55.6,147.43,0.021
2026-04-23T22:51:04.702995,39.96,58.96,142.75,0.0121
2026-04-23T22:46:04.702995,50.44,49.29,107.84,0.0286
2026-04-23T22:41:04.702995,56.9,61.88,148.88,0.0221
2026-04-23T22:36:04.702995,49.2,53.52,126.24,0.0128
2026-04-23T22:31:04.702995,37.42,51.96,123.84,0.0256
2026-04-23T22:26:04.702995,45.84,66.28,105.58,0.0254
2026-04-23T22:21:04.702995,58.71,60.09,123.9,0.0171
2026-04-23T22:16:04.702995,35.55,69.79,107.35,0.0291
2026-04-23T22:11:04.702995,51.42,42.63,139.06,0.0207
2026-04-23T22:06:04.702995,59.9,58.91,104.37,0.0226
2026-04-23T22:01:04.702995,46.24,62.77,142.86,0.0122
2026-04-23T21:56:04.702995,30.15,63.18,122.97,0.0126
2026-04-23T21:51:04.702995,51.56,56.94,131.02,0.0274
2026-04-23T21:46:04.702995,43.65,44.75,118.05,0.0235
2026-04-23T21:41:04.702995,49.46,53.73,102.13,0.01
2026-04-23T21:36:04.702995,36.46,50.83,145.85,0.0205
2026-04-23T21:31:04.702995,46.94,65.59,130.02,0.019
2026-04-23T21:26:04.702995,34.82,54.51,113.51,0.0256
2026-04-23T21:21:04.702995,34.93,61.54,129.51,0.0168
2026-04-23T21:16:04.702995,53.86,53.75,117.58,0.0106
2026-04-23T21:11:04.702995,33.83,64.08,134.63,0.0221
2026-04-23T21:06:04.702995,47.66,44.47,106.44,0.0126
2026-04-23T21:01:04.702995,41.47,69.45,104.08,0.0196
2026-04-23T20:56:04.702995,51.83,47.85,130.67,0.0149
2026-04-23T20:51:04.702995,45.06,59.05,139.63,0.0155
2026-04-23T20:46:04.702995,36.19,68.26,124.95,0.0229
2026-04-23T20:41:04.702995,47.27,43.67,131.43,0.0183
